日期Date,指数代码Index Code,指数中文全称Index Chinese Name(Full),指数中文简称Index Chinese Name,指数英文全称Index English Name(Full),指数英文简称Index English Name,开盘Open,最高High,最低Low,收盘Close,涨跌Change,涨跌幅(%)Change(%),成交量（万手）Volume(M Shares),成交金额（亿元）Turnover,样本数量ConsNumber
20220930,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.03,-0.02,-0.01,0.00,0.00,
20221010,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.23,0.20,0.14,0.00,0.00,
20221011,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.22,-0.01,-0.01,0.00,0.00,
20221012,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.25,0.03,0.02,0.00,0.00,
20221013,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.31,0.06,0.04,0.00,0.00,
20221014,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.42,0.11,0.08,0.00,0.00,
20221017,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.43,0.02,0.01,0.00,0.00,
20221018,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.47,0.04,0.03,0.00,0.00,
20221019,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.50,0.03,0.02,0.00,0.00,
20221020,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.50,0.00,0.00,0.00,0.00,
20221021,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.51,0.01,0.00,0.00,0.00,
20221024,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.54,0.03,0.02,0.00,0.00,
20221025,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.51,-0.03,-0.02,0.00,0.00,
20221026,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.54,0.02,0.02,0.00,0.00,
20221027,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.62,0.09,0.06,0.00,0.00,
20221028,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.69,0.06,0.05,0.00,0.00,
20221031,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.77,0.08,0.06,0.00,0.00,
20221101,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.73,-0.04,-0.03,0.00,0.00,
20221102,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.69,-0.04,-0.03,0.00,0.00,
20221103,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.69,0.00,0.00,0.00,0.00,
20221104,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.66,-0.03,-0.02,0.00,0.00,
20221107,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.66,0.01,0.00,0.00,0.00,
20221108,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.65,-0.02,-0.01,0.00,0.00,
20221109,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.63,-0.02,-0.01,0.00,0.00,
20221110,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.59,-0.04,-0.03,0.00,0.00,
20221111,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.44,-0.15,-0.11,0.00,0.00,
20221114,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.96,-0.48,-0.34,0.00,0.00,
20221115,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.90,-0.06,-0.04,0.00,0.00,
20221116,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.70,-0.21,-0.15,0.00,0.00,
20221117,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.72,0.03,0.02,0.00,0.00,
20221118,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.71,-0.01,-0.01,0.00,0.00,
20221121,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.83,0.12,0.08,0.00,0.00,
20221122,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.83,0.00,0.00,0.00,0.00,
20221123,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.94,0.11,0.08,0.00,0.00,
20221124,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.07,0.14,0.10,0.00,0.00,
20221125,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.98,-0.09,-0.07,0.00,0.00,
20221128,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.90,-0.08,-0.06,0.00,0.00,
20221129,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.73,-0.18,-0.13,0.00,0.00,
20221130,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.70,-0.02,-0.02,0.00,0.00,
20221201,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.70,-0.01,0.00,0.00,0.00,
20221202,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.73,0.03,0.02,0.00,0.00,21722
20221205,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.70,-0.03,-0.02,0.00,0.00,21697
20221206,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.57,-0.14,-0.10,0.00,0.00,21702
20221207,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.56,-0.01,-0.01,0.00,0.00,21706
20221208,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.57,0.01,0.01,0.00,0.00,21711
20221209,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.50,-0.07,-0.05,0.00,0.00,21692
20221212,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.51,0.00,0.00,0.00,0.00,21668
20221213,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.35,-0.16,-0.11,0.00,0.00,21666
20221214,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.42,0.07,0.05,0.00,0.00,21678
20221215,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.45,0.03,0.02,0.00,0.00,21672
20221216,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.44,-0.01,-0.01,0.00,0.00,21670
20221219,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.57,0.13,0.10,0.00,0.00,21638
20221220,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.59,0.01,0.01,0.00,0.00,21641
20221221,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.60,0.01,0.01,0.00,0.00,21645
20221222,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.64,0.05,0.03,0.00,0.00,21636
20221223,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.75,0.11,0.08,0.00,0.00,21606
20221226,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.77,0.02,0.02,0.00,0.00,21588
20221227,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.71,-0.06,-0.04,0.00,0.00,21588
20221228,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.69,-0.02,-0.01,0.00,0.00,21582
20221229,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.82,0.13,0.09,0.00,0.00,21575
20221230,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.90,0.08,0.06,0.00,0.00,21558
20230103,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.01,0.11,0.08,0.00,0.00,21585
20230104,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.12,0.11,0.08,0.00,0.00,21592
20230105,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.16,0.04,0.03,0.00,0.00,21599
20230106,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.10,-0.05,-0.04,0.00,0.00,21599
20230109,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.15,0.05,0.03,0.00,0.00,21593
20230110,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.10,-0.05,-0.04,0.00,0.00,21594
20230111,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.10,0.00,0.00,0.00,0.00,21602
20230112,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.12,0.02,0.01,0.00,0.00,21615
20230113,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.10,-0.02,-0.02,0.00,0.00,21616
20230116,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.01,-0.08,-0.06,0.00,0.00,21610
20230117,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.02,0.01,0.01,0.00,0.00,21633
20230118,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.99,-0.03,-0.02,0.00,0.00,21653
20230119,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.97,-0.01,-0.01,0.00,0.00,21669
20230120,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,138.97,-0.01,-0.01,0.00,0.00,21694
20230130,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.12,0.16,0.11,0.00,0.00,21704
20230131,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.15,0.03,0.02,0.00,0.00,21703
20230201,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.16,0.01,0.01,0.00,0.00,21719
20230202,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.18,0.02,0.01,0.00,0.00,21725
20230203,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.21,0.03,0.02,0.00,0.00,21733
20230206,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.24,0.03,0.02,0.00,0.00,21758
20230207,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.24,0.00,0.00,0.00,0.00,21770
20230208,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.26,0.02,0.02,0.00,0.00,21782
20230209,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.28,0.02,0.01,0.00,0.00,21793
20230210,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.31,0.03,0.02,0.00,0.00,21782
20230213,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.37,0.06,0.04,0.00,0.00,21777
20230214,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.39,0.03,0.02,0.00,0.00,21795
20230215,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.42,0.03,0.02,0.00,0.00,21811
20230216,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.45,0.03,0.02,0.00,0.00,21835
20230217,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.46,0.01,0.01,0.00,0.00,21832
20230220,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.41,-0.05,-0.04,0.00,0.00,21829
20230221,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.37,-0.04,-0.03,0.00,0.00,21858
20230222,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.40,0.04,0.03,0.00,0.00,21883
20230223,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.41,0.00,0.00,0.00,0.00,21915
20230224,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.40,-0.01,-0.01,0.00,0.00,21938
20230227,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.44,0.04,0.03,0.00,0.00,21917
20230228,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.43,-0.01,0.00,0.00,0.00,21957
20230301,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.46,0.03,0.02,0.00,0.00,22002
20230302,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.46,0.00,0.00,0.00,0.00,22047
20230303,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.43,-0.02,-0.02,0.00,0.00,22054
20230306,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.57,0.14,0.10,0.00,0.00,22032
20230307,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.62,0.05,0.03,0.00,0.00,22054
20230308,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.66,0.04,0.03,0.00,0.00,22072
20230309,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.69,0.04,0.03,0.00,0.00,22070
20230310,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.73,0.04,0.03,0.00,0.00,22062
20230313,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.79,0.05,0.04,0.00,0.00,22042
20230314,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.82,0.04,0.03,0.00,0.00,22066
20230315,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.82,0.01,0.00,0.00,0.00,22086
20230316,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,139.84,0.02,0.01,0.00,0.00,22104
